,text,label
10010,1[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,1
8728,未建立[SEP]商贸服务教文卫类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,1
1991,疏散通道有杂物[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
7260,2栋2单元12.16.22.27楼消防通道有杂物，立即安排人员搬离整改！[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
11517,颐福苑负一层通道安全出口标志灯不亮[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
7773,地线未装好[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)进出线中的N线必须通过N线端子板连接，接地线必须通过接地线端子板连接；,0
286,有隐患[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
3064,3楼仓库左侧楼梯口处防火门不是处于关闭状态[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
672,照明灯不亮[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
8633,本季度已进行了消防演习[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,1
8944,"车间地上有两个小坑，存在安全隐患，立即整改。填平处理，已完成[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
3527,防爆柜上有放东西[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
10416,已疏通安全出口[SEP]纯办公场所[SEP]消防安全[SEP]消防通道[SEP]疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,0
3609,新安装的配电箱没有标示[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
4257,临时用电必须经过审批。[SEP]商贸服务教文卫类[SEP]电气安全[SEP]临时用电[SEP]临时用电必须经过审批。,1
1304,有一处照明指示灯损坏[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
9302,之前粘贴的损毁[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。,0
3838,配电箱未贴有“当心触电”安全警示标志。[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
3287,疏散通道有装有杂物的废纸箱，发现隐患后已经立即进行清理，已整改完毕！[SEP]纯办公场所[SEP]消防安全[SEP]消防通道[SEP]疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,0
193,宿舍楼下临时停放电车[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]其他需要检查的内容。　　,0
9880,配电房“当心触电”安全警示标志脱落，立即进行粘贴。[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
10812,有[SEP]工业/危化品类[SEP]主要负责人、分管负责人及管理人员履职情况[SEP]主要负责人履职情况[SEP]主要负责人依法履行安全生产管理职责（存在职业健康危害的单位需自查职业卫生履职情况）。,1
3617,已整改[SEP]三小场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。,1
499,安全疏散指示标志[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,1
5383,无记录[SEP]工业/危化品类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,0
9614,配电箱堆放杂物，已整改[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,0
1876,设备在工作状态时插拔电源插头，立即整改[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]插拔插头时，应保证电气设备和电气装置处于非工作状态，同时人体不得接触及插头的导电极，并避免对电源线施加外力。,1
6325,  [SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
4279,..[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,1
1524,常闭式防火门不符合安监部门的规定，重新更换。[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
6742,应急预案[SEP]商贸服务教文卫类[SEP]应急管理[SEP]应急预案[SEP]结合本单位实际，切实开展风险评估和应急资源调查，编制应急预案。重点岗位制定应急处置卡。,1
2160,老化间不合安全生产规定[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全重点部位的管理情况；,0
10384,配电箱、开关箱内不得放置任何杂物[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,1
9229,断裂电线泡在水里[SEP]工业/危化品类[SEP]电气安全[SEP]移动用电产品、电动工具及照明[SEP]移动使用的用电产品和I类电动工具的绝缘线，必须采用三芯(单相)或四芯(三相)多股铜芯橡套软线。,0
11616,无[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,1
4346,    [SEP]商贸服务教文卫类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,1
4127,没有定期进行应急演练。[SEP]商贸服务教文卫类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,0
1337,灭火器数量不足[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整。,0
8173,应急灯隐患[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
8090,机械设备金属外壳未接地，要求立即整改，接地处理[SEP]工业/危化品类[SEP]电气安全[SEP]保护接地[SEP]电气装置的金属部分，均应做好保护接地。保护接地线应采用焊接、压接、螺栓连接或其他可靠方法连接，严禁缠绕或钩挂。电缆（线）中的绿/黄双色线在任何情况下只能用作保护接地线。中间不允许有接头及破损。,0
5822,灭火器位置不完善，立即整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
7815,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防车通道、消防水源情况；,1
492, [SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,1
8627,有一货物堵住消防通道，已整改。[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
11796,、定期组织应急演练。[SEP]商贸服务教文卫类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,1
3891,未见企业法人组织隐患排查记录[SEP]工业/危化品类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,0
10793,安全教育培训[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,1
2244,疏散通道堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
68,应急灯不亮，换新[SEP]三小场所[SEP]消防安全[SEP]消防通道和疏散[SEP]疏散通道、安全出口设置应急照明灯和疏散指示标志。,0
3715,在电箱[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]风险公告[SEP]对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,1
3320,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
10282,消防设施、器材和消防安全标志是否在位、完整[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整。,1
2853,出货人员将消防通道堵塞，立即整改。[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况。,0
8665,通风一般[SEP]工业/危化品类[SEP]作业环境[SEP]通风与照明[SEP]作业场所通风良好。,0
8016,检查安全出口[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
6075,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
7526,一楼应急照明灯失效，立即更换[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
2042,灭火器未定期点检[SEP]纯办公场所[SEP]消防安全[SEP]灭火器材[SEP]灭火器应合理分布，固定摆放并定期校验。,0
7753,机器上未贴有安全标志，现在已经改善完成。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
10473,灭火器没有检查保养记录。已完善检查保养记录[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]用火、用电有无违章情况；,0
4830,二楼天桥通道未划标线——整改中[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
2818,一般隐患[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电房[SEP]配电室长度超过7m时，应设两个出口，并宜布置在配电室的两端。配电室应配备绝缘垫、绝缘棒、绝缘手套、绝缘鞋等防护用品，以及应急照明和灭火器材。,1
7261,日常安全检查表没有、每月安全检查汇总表没有[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,0
4808,检查灭火器有没有过期，增加和固定灭火器。[SEP]三小场所[SEP]消防安全[SEP]灭火器材[SEP]生产经营场所应按规定配备足够、性能适用的灭火器；不得使用淘汰及禁止使用的灭火器；灭火器固定摆放，定期校验，过期必须及时更换,1
5322,1、消防安全重点单位应当进行每日防火巡查，并确定巡查的人员、内容、部位和频次。其他单位可以根据需要组织防火巡查。巡查的内容应当包括：1、用火、用电有无违章情况；[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]用火、用电有无违章情况；,1
4381,已合理放置！[SEP]纯办公场所[SEP]消防安全[SEP]灭火器材[SEP]灭火器应合理分布，固定摆放并定期校验。,1
6154,灭火器过期[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况。,0
11331,生产车间12号分散机静电跨接线水喉夹断，应更换[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]易燃易爆危险物品和场所防火防爆措施的落实情况以及其他重要物资的防火安全情况；,1
3884,配电箱应设置“当心触电”安全警示标志[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。,1
9032,A[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]用火、用电有无违章情况；,1
216,配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。,1
9913,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
8269,消防安全标志损坏[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全标志的设置情况和完好、有效情况；,0
11537,安全疏散指示标志脱落[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
4863,部分员工安全意识淡薄，厂部负责人已开展消防安全大会，普及消防安全知识，进行岗前培训，确保安全第一！[SEP]工业/危化品类[SEP]安全管理档案[SEP]安全生产会议记录[SEP]安全生产会议记录包括：（1）安全生产例会记录。（2）安全生产专项会议记录。（3）安全生产奖惩记录。,0
7053,马上更改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
11183,贴片房配电箱周围有堆放杂物[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,0
5389,绕线机没有安装独立漏电保护开关，已经整改[SEP]工业/危化品类[SEP]电气安全[SEP]漏电保护[SEP]低压配电线路应根据具体情况采用二级或三级保护，在总电源端、分支线首端或线路末端安装漏电保护装置。,0
9799,"酒店6楼后楼梯门被地毯堵住，已安排人清理。[SEP]商贸服务教文卫类[SEP]场所环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
9255,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,1
1872,标志[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整。,1
6641,发现楼顶2#空压机，没有点检记录表，现已补上。[SEP]工业/危化品类[SEP]安全管理档案[SEP]特种设备档案[SEP]特种设备(及安全附件)检测报告齐全，并在有效期内。运行记录和维修保养记录齐全。,0
7249,..[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
3151,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,1
3016,现场整改[SEP]交通运输类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座接地应符合下列规定：a.对于单相两孔插座，面对插座的右孔或上孔应与相线连接，左孔或下孔应与中性导体（N）连接；对于单相三孔插座，面对插座的右孔应与相线连接，左孔应与中性导体（N）连接。b.单相三孔、三相四孔与三相五孔插座的保护接地与导体（PE）应接在上孔；插座的保护接地导体端子不得与中性导体端子连接；同一场所的三相插座，其接线的相序应一致。c.保护接地导体（PE）在插座之间不得串接连接。d.相线与中性导体（N）不应利用插座本体的接线端子转接供电。,1
9127,消防通道堵塞，有安全隐患[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
804,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,1
11931,临时用电必须经过审批。[SEP]商贸服务教文卫类[SEP]电气安全[SEP]临时用电[SEP]临时用电必须经过审批。,1
5333,无标示，无警示语。立即整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
1686,已及时整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全标志的设置情况和完好、有效情况；,1
595,消火栓前放置杂物，影响消防器材使用[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,0
5416,疏散指示标志缺失[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
8297,1，消防，安全生产交育培训。[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,1
4736,配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,1
11683,储罐区应在明显区设置张贴安全操作规程，工艺流程，应急处置卡；在储罐区制作宣传栏，包含以上内容，并加入警示牌[SEP]工业/危化品类[SEP]特种设备[SEP]电梯[SEP]安全注意事项和警示标志应置于易于乘客注意的显著位置。,1
4249,安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
4424,面料仓库的防火门处于打开状态[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
7001,对库房内的五金库存进行了整理分类，不能用的库存做废品处理[SEP]工业/危化品类[SEP]仓库[SEP]一般要求[SEP]库房内储存物品应分类、分堆、限额存放。,0
3519,1.制一部SOPA线后段收板位两只灭火器失压，2.成型课9#机位灭火器失压；3.制二部干膜火山灰磨板机位灭火器把柄生锈；[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
6547,通道[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
1368,灭火器没有进行检查，查验是否合格，有一个失效[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
7197,安全指示标志歪斜！[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
3044,应急照明灯不亮[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
6752,50机有一插座电线没用套管封住[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,0
10190,消防通道不通畅[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
8892,安全疏散通道堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
9970,"二楼消防通道闭门器断槐[SEP]商贸服务教文卫类[SEP]场所环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
5802,次数少[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]用火、用电有无违章情况；,0
5801,未定期进行应急演练，有演练记录。[SEP]三小场所[SEP]基础管理[SEP]应急管理[SEP]定期进行应急演练，有演练记录。,0
11706,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
5959,平时多加强员工安全隐患意识[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]其他需要检查的内容。　　,1
7735,消防设施、器材和消防安全标志要到位、完整，符合消防安全，保证生产安全。[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
11726,2、配电房配电柜未加设盖板[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电房[SEP]配电房内电缆线应放置在电缆沟内，并应加设盖板。配电柜前后面应放置绝缘垫，其绝缘垫的长度应大于配电柜的宽度。,0
2325,安全出口堆放杂物，已现场清理。[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
6914,配电箱(柜)门张贴有“当心有电”安全警示标志[SEP]交通运输类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心有电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,1
631,杂物已清理。[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,1
3632,电箱没有明显标示[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]用火、用电有无违章情况；,0
6463,防爆柜上方和旁边放置物品，已及时整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,0
4744,电源插座、电源插头应按规定正确接线。[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,1
4739,未安装[SEP]工业/危化品类[SEP]电气安全[SEP]临时用电[SEP]临时用电的配电箱和电气设备，必须安装漏电保护装置。线路敷设应符合电气装置设置及安装规范，室内不低于2.5m，室外不低于4.5m，道路上方不低于6m。,1
9685,员工培训[SEP]商贸服务教文卫类[SEP]安全教育培训[SEP]员工安全教育[SEP]制定安全教育培训计划，确保全员参与培训，并建立安全培训档案。,1
9126,五楼装修报备[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]危险作业[SEP]凡涉及动火、高空、有限空间、密闭容器、起重、施工动土、临时用电等危险作业，应明确危险作业的申请、审批权限、职责和程序，办理作业票证，安排专门人员进行现场安全管理。,1
5079,安全出口被占用[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
11291,配电箱(柜)进出线中的N线必须通过N线端子板连接，接地线必须通过接地线端子板连接；[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)进出线中的N线必须通过N线端子板连接，接地线必须通过接地线端子板连接；,1
9059,已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
8018,消火栓下方堆积货物[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
9004, [SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
9111,消防设施、器材和消防安全标志是否在位、完整；[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
9085,次数少[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,1
7947,无[SEP]工业/危化品类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,1
2183,最近一周入职人员未参与安全教育培训[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,0
3242,记录[SEP]商贸服务教文卫类[SEP]安全管理档案[SEP]安全生产会议记录[SEP]保存安全会议记录，包括：（1）安全例会记录。（2）安全专项会议记录。（3）安全奖惩记录。,1
3626,以改善[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
8311,一楼车间过道上放了一卡板货，堵塞通道[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
8062,    [SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,1
6692,消防安全重点部位的管理情况[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全重点部位的管理情况；,1
11938,电源线存在驳接现象，已更换。[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,0
